norm,expon,lognorm,gamma,beta,chi2,poisson,uniform,weibull_min
67.112,52.1807,21.8955,52.8954,18.5607,25.2758,45,46.4981,33.2949
47.7435,75.1611,29.9671,53.9565,32.8267,32.8253,59,48.1659,33.787
48.3512,45.1415,70.5826,44.4075,50.8988,20.9081,53,60.3182,61.4731
90.5332,98.5367,23.1151,26.9366,32.2205,21.7207,63,29.5583,55.4512
69.0862,23.3645,57.3977,21.5113,51.9724,27.2232,54,44.2527,47.6928
70.1896,29.8487,22.9424,44.9046,51.1412,27.8019,42,47.7246,49.2377
25.1922,53.9265,63.5757,62.831,28.2748,35.26,53,29.7424,56.1832
32.3551,62.2803,68.6178,65.674,42.6547,28.7683,56,51.2543,83.1559
48.1306,41.438,52.9185,44.4553,71.6438,20.0359,51,88.6503,38.0875
51.4335,99.5021,38.0428,87.791,45.6452,24.215,37,58.3764,30.504
26.6311,46.4354,33.6127,39.138,36.6046,27.802,45,73.7278,65.9957
67.6267,61.2183,45.0613,63.39,50.8219,31.6231,58,59.5952,38.0834
67.4894,62.9628,42.3593,49.5976,44.5936,20.1557,41,29.1656,48.9592
49.7235,21.4599,65.9042,53.9629,18.5719,26.0018,38,53.9767,91.8269
56.115,29.0179,57.12,29.7958,27.5375,23.6134,51,34.0498,71.254
59.2035,48.8945,36.8295,25.8608,41.2296,28.8043,40,26.1836,79.2431
55.6616,64.5943,88.309,49.2389,70.9497,24.0731,54,41.0439,33.7952
86.8313,27.0891,62.7758,97.8505,31.2567,22.683,53,51.11,91.3816
55.185,37.1784,24.9289,50.844,27.3818,22.0413,52,40.0411,21.6312
58.2773,61.0368,21.3903,55.4073,54.9117,22.7019,49,80.6532,64.8145
85.3883,23.2083,25.6976,94.5132,78.8072,27.5487,54,35.2249,21.0953
59.7497,47.5243,73.6419,38.1539,55.3181,21.6264,51,25.4142,59.7905
38.7964,30.9138,66.7754,69.0688,70.6971,22.3948,32,83.4182,30.6432
55.3771,22.2235,75.1473,42.5002,43.9492,24.3279,59,43.3761,81.2935
28.3626,63.2636,25.7484,59.0179,49.7375,30.1499,59,98.801,88.8763
48.429,35.6771,45.1389,43.7139,64.7604,20.396,62,66.5044,36.5501
75.6253,38.1727,83.1746,24.7798,24.5599,32.25,52,56.5412,72.5715
41.7398,20.9778,77.7713,55.0726,29.3375,21.5976,33,27.1937,30.1314
51.8421,35.398,22.1494,39.1962,6.40489,28.6358,53,90.9948,28.5124
76.6251,95.3932,31.3972,48.871,33.4081,23.6639,52,61.539,36.5882
29.7661,24.8595,45.1321,39.4161,33.5747,20.2203,56,45.3015,70.1447
39.9608,33.1646,40.22,56.0511,90.7466,26.8198,46,99.2517,80.7778
37.0346,59.9007,56.6142,72.1019,39.1437,23.6629,41,82.772,77.4911
65.8172,28.7082,84.7137,38.375,57.2179,27.9286,53,94.3955,28.0321
27.5088,59.6772,60.6029,70.2555,41.3051,21.2518,45,60.504,31.0811
98.3175,74.8298,39.4009,60.5057,83.2198,37.1424,57,90.2682,53.4456
67.3194,81.4552,88.0999,26.518,29.6576,36.8992,50,95.1505,55.1553
72.9556,67.954,92.1327,47.9859,48.3274,21.5428,51,50.3683,81.4241
48.9713,66.2494,31.846,24.0698,83.3844,21.1236,44,90.7752,60.859
54.1057,28.8537,86.5582,22.0933,40.4662,22.6886,47,38.874,26.279
46.726,26.8217,71.3046,58.1444,76.4849,26.1667,52,75.082,51.2186
25.0852,20.0132,72.2692,33.4595,26.3433,26.429,52,77.6631,58.9948
74.0559,72.8082,23.6282,78.7738,55.2368,23.4226,47,83.8572,46.633
27.7104,22.0467,57.5246,54.6954,26.7701,25.103,56,90.9866,42.5607
50.5933,40.4226,39.3706,50.7226,19.0904,20.5292,47,49.4295,60.2897
43.4037,21.6306,86.565,42.8479,30.623,26.4607,61,73.7732,22.537
86.7293,48.3631,48.976,45.4331,49.4475,20.0371,47,60.4289,54.0613
91.3084,38.1514,32.125,40.4807,82.0934,35.5957,45,52.2634,27.0497
98.5615,91.9053,61.0201,73.6008,51.1292,33.4516,49,49.4569,52.8027
55.801,24.9313,34.1884,46.6836,81.656,25.2547,54,28.1951,43.9652
73.3991,23.8293,37.0503,59.0821,84.5467,21.8104,47,39.6153,46.4726
35.136,20.5511,37.2125,62.6258,33.671,25.5881,49,80.8,29.9984
65.1162,73.8784,21.7004,21.4081,42.3634,20.2471,50,67.0855,27.4832
26.7599,96.5586,21.1106,46.4167,65.314,30.8191,52,91.3359,33.7354
30.2114,27.3355,68.4934,80.3134,44.8351,28.265,60,56.5629,29.4281
72.295,37.0209,56.8517,42.4908,16.8823,22.437,35,93.5312,23.2203
97.8501,77.265,21.3733,98.2648,12.834,33.5539,54,67.0226,26.229
37.6698,64.5228,76.3028,30.8461,57.3446,29.7126,41,20.4792,30.6614
63.5453,91.914,49.8458,45.6798,24.8986,27.1979,54,51.7732,26.0025
34.0437,65.7374,24.7134,62.9716,81.1516,20.1133,49,50.8912,79.9044
53.7093,22.9734,37.5548,43.7835,46.5092,20.8318,55,88.5601,28.0384
34.0736,74.9129,62.9701,45.7626,66.4732,20.2007,59,77.0365,61.5641
69.3482,79.8519,72.1754,40.1316,31.4446,21.0862,57,41.801,20.5025
93.0165,37.3949,48.3509,70.3463,61.5711,33.2344,64,93.2865,47.379
87.5444,51.127,20.5178,24.7642,22.944,22.707,49,61.0302,51.66
72.7119,56.7458,71.8809,55.981,59.951,21.4328,44,47.4552,87.0016
59.9957,40.7042,44.7049,31.8534,66.7011,22.8294,60,70.003,42.463
37.2806,24.1487,25.3858,73.4855,51.671,22.2016,44,66.0261,42.8806
82.8976,70.4791,98.7401,26.2228,58.9695,38.5667,44,43.6912,38.6937
66.4978,60.0787,53.369,73.8727,50.8649,32.268,45,51.3711,21.9375
84.4672,53.1249,87.7958,72.0145,49.0405,20.6809,54,59.5734,47.4798
57.9915,48.9247,20.9528,61.7821,51.8944,24.7341,47,71.7329,31.1831
45.4879,79.3556,37.0995,55.4952,53.0331,30.2794,43,20.4847,35.6189
76.0932,69.592,94.913,91.6851,39.1271,20.0881,46,78.5776,41.5709
63.2277,77.0268,25.9285,20.8135,42.5796,24.0186,62,63.9889,63.4474
61.5223,59.9821,68.516,37.159,33.3172,20.8045,47,32.5188,22.5554
96.3947,65.6422,20.1576,58.1735,66.7626,27.8798,44,20.2228,41.2274
58.6003,26.6932,51.6552,41.088,56.1909,21.9018,55,62.1044,43.1947
34.6119,42.9331,28.5308,79.4594,34.5364,22.9865,45,51.7543,24.5795
63.9652,70.3828,20.9277,20.0412,14.0019,24.8461,63,40.9527,31.3203
78.1323,21.1307,35.8511,63.2099,68.5656,25.9134,48,44.5436,20.7922
27.6235,73.6722,83.2107,20.1438,82.6145,28.0667,58,41.0189,50.9166
30.1204,26.3461,21.2519,89.2326,40.1358,24.4616,64,43.3846,55.5915
71.9442,42.5668,55.6568,21.3247,66.4675,33.396,51,22.9578,57.1609
34.5875,74.7284,86.9194,26.1258,27.5111,31.1916,54,38.1837,56.9031
31.0852,82.294,47.3188,42.9634,71.7649,24.2547,56,97.8136,22.7201
46.924,69.5726,99.9358,48.4843,72.323,20.4789,47,71.4135,49.699
46.0004,27.9844,32.9144,93.3796,30.4687,21.2607,48,98.7033,47.166
69.7063,75.0651,48.7376,90.4611,68.8712,20.9641,52,52.7321,30.3025
56.3112,84.419,49.2796,37.6062,64.4099,20.8835,44,60.8424,36.6181
50.6415,51.1047,20.6409,77.1572,50.229,21.0174,58,62.7276,41.3125
52.8913,48.0619,40.0531,26.8063,18.8915,20.8427,69,56.5907,52.6878
53.1657,70.5074,81.1281,26.3008,23.3239,24.4808,63,47.5236,21.4519
40.234,51.5541,46.7228,53.3162,39.2869,22.6418,56,86.8237,29.3607
23.889,46.4774,33.813,48.718,85.5258,24.7468,51,40.2967,39.7699
53.4721,73.9523,91.0987,38.6535,43.623,21.4931,46,45.2459,66.252
79.7441,34.1903,93.5569,36.5963,31.5535,22.0606,50,45.2382,26.2755
31.6683,53.7514,29.2012,54.3363,64.6821,44.2225,53,44.1081,38.7999
21.0811,52.5434,83.6737,29.1754,47.2521,22.4598,51,72.6905,29.5608
85.062,39.1815,81.1856,45.4062,54.9152,23.0404,59,20.7812,38.2105
65.0634,97.0874,46.5304,41.0388,75.68,22.7439,54,49.4566,65.0019
35.2652,46.4486,25.2077,72.6423,9.1628,25.959,44,50.6513,22.1795
72.2713,25.7929,39.3317,42.2614,58.033,45.6796,52,78.6745,41.991
55.6084,26.6837,21.2548,34.3855,45.3875,21.5338,44,62.4556,21.4494
46.1217,54.1445,56.4821,95.9284,52.837,26.9955,52,94.86,27.962
63.6419,22.1061,96.2138,37.9277,44.8329,54.4973,50,35.9595,24.6317
61.1183,42.0285,25.4079,28.7624,26.8831,20.0617,48,41.0353,44.888
43.8925,75.0633,79.7517,24.9022,72.4001,25.1546,60,38.7396,67.7746
91.1594,22.7591,40.992,62.1864,61.8061,31.215,38,68.2281,43.8377
54.5948,31.6696,75.9824,27.0261,47.3632,22.272,49,70.7467,43.5516
31.9793,94.769,41.0277,51.5849,63.7305,20.3607,43,38.8192,46.5031
54.3513,26.8391,48.3656,68.236,11.3464,48.48,47,81.5787,49.346
45.1972,28.4742,40.5205,65.5577,55.3729,25.3206,32,35.7482,74.8647
45.0957,42.0055,22.1743,25.0738,36.2148,21.0239,52,97.9288,50.278
53.7893,31.1844,67.2132,61.6594,58.7964,26.9473,51,56.1185,46.1355
54.6287,79.9558,23.6006,22.5429,34.0935,26.7397,54,37.5121,63.6946
70.1691,36.9306,62.9293,20.3275,23.3654,39.64,50,47.9973,53.7402
81.4792,97.3691,50.7882,48.9554,43.6016,43.659,54,61.1031,91.782
34.7664,48.9203,32.6944,50.739,54.5696,29.2943,44,31.9078,48.8165
72.8109,64.9923,97.7356,21.8049,13.6112,24.2253,36,84.1465,39.7956
36.5147,70.1051,79.5181,86.4465,71.1877,21.8463,46,23.0441,20.7447
73.0467,23.1792,24.5723,28.7908,45.3776,21.2987,58,34.4621,41.869
40.7396,64.3299,46.0775,37.0027,45.3436,26.0234,55,29.1575,53.1721
36.6698,53.6855,38.9825,77.3867,45.8075,23.6843,48,60.1352,34.5247
48.441,46.1887,55.8897,97.5364,10.0651,24.6735,53,79.854,59.4185
88.3286,33.8677,75.6383,95.7242,26.5058,39.8431,38,33.7026,97.642
35.7731,25.2619,64.7588,24.303,34.921,31.5732,49,70.5137,32.4074
55.8201,57.247,89.0562,23.6732,38.2765,24.6378,55,49.1041,60.623
55.792,78.3019,40.4546,25.8558,32.9465,20.293,54,61.4122,26.3424
75.8215,60.0656,24.891,42.9906,78.0688,21.212,56,54.0397,36.4131
60.8671,20.5079,23.4472,35.21,14.0024,20.5423,63,39.7734,57.5102
21.5675,21.53,45.9042,55.1531,69.6228,26.741,49,22.4623,56.024
53.6861,82.5534,22.5677,41.5727,60.7427,26.9112,52,46.8178,48.4968
28.0565,36.0691,25.9016,85.2371,23.7874,21.2216,62,88.5865,30.7121
97.6979,57.672,59.0615,45.376,19.4905,21.8904,58,88.7585,28.5454
97.3723,33.8513,78.3328,81.437,40.6239,27.1981,58,39.943,21.6632
95.0095,22.983,53.6727,23.9649,11.0266,38.8437,68,95.9422,59.8028
26.4458,47.7107,77.5855,47.2363,17.9831,21.8601,44,59.2904,28.4646
94.1405,41.3007,47.9566,47.1405,66.944,24.879,61,42.3374,44.8706
46.1815,62.8368,73.8814,34.6112,69.3351,22.6629,46,41.35,43.0776
80.6697,29.3192,34.4936,25.4967,27.3592,25.0328,53,31.8567,29.6865
34.9098,95.0079,72.5805,50.5181,51.2143,34.9051,50,38.071,42.6265
42.7193,38.4282,50.4924,95.3071,39.7738,23.4152,58,83.394,54.1016
81.0869,85.705,88.2065,25.5121,22.1356,20.7064,40,69.982,30.903
45.4599,28.2597,43.6114,55.7885,43.6298,28.2381,34,55.3624,43.2426
75.5544,84.9548,33.981,56.115,18.7093,21.8968,51,61.8047,48.3072
74.3904,73.1176,93.8793,45.0767,15.2223,21.8084,57,55.0823,37.3958
68.9453,78.1897,31.8359,24.2005,36.4102,26.9223,50,66.6793,50.6925
62.0533,34.0412,47.5736,33.274,97.9177,33.0731,55,48.244,24.3511
97.2513,29.3361,32.2484,72.1166,64.128,24.2785,41,65.9745,43.5587
61.5461,66.4615,70.0874,45.0359,69.0533,20.3985,44,43.5522,25.6151
40.947,36.8643,80.551,90.2216,64.7614,20.4337,54,34.5418,43.1241
51.8928,25.8663,68.8627,58.1823,29.2331,29.8371,52,58.0067,49.147
66.6292,46.2798,86.2689,20.7033,54.8115,20.8907,56,37.4863,35.4878
45.1688,44.2772,66.0641,48.0973,30.617,20.881,52,33.2223,22.7814
29.9033,48.2137,35.1731,24.3263,32.6023,33.1597,50,87.3569,58.9596
82.4518,76.9973,57.078,43.3039,52.3806,24.0475,52,46.7537,28.9244
44.8715,87.7639,30.3851,69.2815,38.4458,25.5731,49,34.1787,20.6145
34.4403,58.4431,57.4194,81.0861,33.5386,22.6951,51,54.4606,41.0683
71.5128,58.3032,33.9531,42.3534,69.1328,22.5515,51,30.5537,33.2354
87.6803,30.4193,41.7447,31.5665,74.5057,23.6761,46,24.9012,37.0288
67.5636,47.9119,31.3058,22.3657,51.3816,28.721,41,26.2876,40.5486
27.0012,53.2182,33.0193,27.5875,27.3682,33.0564,53,98.1852,77.3431
21.6287,59.4992,26.1325,25.5538,25.7973,23.6335,58,96.5104,31.3565
58.5751,58.6138,45.7624,64.353,76.0619,26.7322,57,44.0371,40.8452
50.9999,90.8602,24.1606,67.7803,67.5885,32.1306,63,44.6527,39.1104
46.9356,33.4283,33.9969,45.6957,76.703,22.3784,58,75.7182,37.4527
59.6835,40.2742,36.2548,24.1823,79.5532,30.8327,41,43.2101,35.0758
71.2009,79.2347,54.8032,25.316,13.1527,26.2234,55,49.0593,38.7714
66.0457,89.4785,34.968,31.4952,14.2783,25.5473,51,91.9063,55.3985
61.0273,76.8848,60.6906,23.9013,12.5506,22.4665,58,85.6036,49.9306
20.7641,68.4128,23.5641,33.2124,82.977,25.8534,48,55.6462,31.4
70.7363,36.6342,65.273,55.7604,71.8903,20.0822,52,65.6465,40.0511
91.2676,32.7157,20.4331,43.3315,34.7004,25.7623,51,43.7798,73.1197
25.7144,33.4537,60.0654,36.5641,93.0067,26.0375,54,51.4554,38.6935
67.4542,36.0323,70.4074,32.6789,50.5075,24.4744,39,55.2107,40.3349
60.2191,25.8523,86.9505,61.1987,24.0537,24.1489,60,97.0332,33.4377
64.8697,61.4738,47.702,31.61,68.3047,23.5959,45,81.6337,32.1831
56.6626,38.0545,82.6326,90.3299,48.7091,29.8966,48,98.3633,26.0926
54.0579,69.7214,63.6546,49.0176,56.8891,33.5187,51,62.5615,57.6183
84.0813,41.6688,65.023,32.1539,47.1154,29.8015,46,43.7701,69.6339
51.6344,33.7048,62.2266,97.7365,52.7433,22.2491,52,43.6921,55.7588
24.5923,55.1418,45.4716,71.5787,72.8844,36.474,48,50.8834,35.1444
37.9201,32.1458,21.0308,84.7661,33.0348,25.6654,50,39.4956,32.9241
66.7022,53.1831,78.0621,38.3842,60.7388,24.2028,42,55.7097,32.4432
21.0976,21.3011,74.214,44.8367,27.7118,22.9693,50,21.6262,54.4278
42.1002,33.1698,93.7786,85.5851,47.7141,22.4503,47,67.147,63.597
38.4333,62.7283,47.107,24.781,81.0869,24.4164,57,38.6473,54.0881
46.6164,75.2205,50.4857,29.4964,98.0365,23.2387,54,82.1736,49.5796
94.6781,25.0708,90.8713,26.1739,60.0755,31.7857,42,98.7392,79.7892
87.2247,41.3834,54.6619,22.7823,56.6365,20.9526,48,49.2521,40.2151
71.3747,96.3054,65.7001,54.3987,45.8961,32.9448,48,44.7232,34.4448
28.4563,73.3692,93.4904,93.4977,90.9147,32.9336,44,55.6517,42.7207
35.3346,63.1865,22.8062,20.6688,49.407,21.0368,47,82.2855,37.2346
43.5081,23.9503,20.9121,46.4618,50.0619,27.6197,43,48.87,47.9507
68.6936,66.6117,76.2173,40.33,29.829,31.9632,46,60.15,44.8593
90.3012,74.4452,35.7335,28.9712,31.8001,24.3396,45,77.8315,31.0046
97.5918,74.9904,97.0296,20.5087,22.5423,26.679,51,71.2014,25.6332
58.8454,85.7535,27.1171,79.0873,26.244,24.229,48,24.5317,31.0732
55.3507,42.5414,38.8715,24.1053,35.5164,30.68,52,64.0132,50.216
68.6466,91.335,80.487,78.3006,93.3587,28.6849,44,48.4763,37.0289
56.0207,36.2464,47.3826,56.7857,68.7973,21.1948,43,35.3362,41.8311
75.9755,97.546,24.9168,41.4382,75.0365,23.3991,50,58.1894,60.9398
78.1969,37.2666,22.5609,43.814,31.6407,24.0789,66,22.2039,79.0725
77.8287,37.5154,23.8735,68.8123,42.9875,37.0049,63,21.008,44.7114
53.2008,75.3454,37.7305,38.0552,55.5833,23.9847,56,25.3962,53.728
65.204,26.0312,30.2713,28.9459,70.2605,20.1137,43,57.8523,77.1657
57.9352,60.0334,24.4082,32.1776,41.5525,20.8599,74,42.9145,26.1431
61.795,54.8754,30.1688,41.3434,82.0931,55.6255,39,42.1948,24.636
35.8152,27.4427,38.4289,29.2969,27.7634,33.0636,40,94.9496,53.5216
65.267,94.5307,23.4006,33.6553,28.025,30.0996,41,88.4559,62.9708
56.75,59.7129,33.2762,64.5389,80.405,27.9953,50,58.7074,58.8734
21.2352,21.685,90.1104,72.7032,84.4226,21.5079,42,82.56,41.3988
78.8401,36.2429,33.3863,21.3208,43.4859,28.3006,47,45.9628,48.5995
66.2866,84.0798,34.0726,68.147,96.6895,29.4908,43,41.3606,82.8209
31.2379,83.7995,86.6693,35.0459,31.0069,39.1676,58,88.098,76.3854
60.7219,73.5103,77.2211,99.0797,73.2039,20.6139,48,79.4977,55.1674
70.7316,67.0996,38.6093,20.3432,46.7767,24.6057,53,84.0195,61.8024
88.9898,35.2126,95.7826,32.157,21.8264,21.6324,47,43.0489,34.7714
26.5607,26.0228,82.3489,60.122,85.1105,21.8468,64,91.8065,43.1719
54.2457,52.032,97.6028,74.9775,41.127,36.533,45,89.1755,22.5922
53.6471,55.7068,51.5414,66.7575,49.9437,30.3934,56,31.3403,30.7887
75.0652,29.1198,36.4543,49.0079,39.8683,25.9273,59,35.686,33.1802
46.8872,39.6082,46.4298,24.3955,48.4397,41.9257,65,58.0407,89.679
35.0344,53.4691,51.1284,44.5033,33.4063,22.8341,47,56.4217,72.2153
26.8211,42.3348,45.8372,24.3716,26.8539,21.8144,32,76.0431,24.3136
58.5427,78.8688,23.8139,85.7054,14.7354,29.6726,39,81.4035,55.4248
22.0474,73.0425,85.4802,66.6845,87.6804,21.0539,51,67.8386,69.326
80.0818,58.6508,49.6013,56.5705,18.8547,30.3303,49,63.5918,97.9464
82.3434,68.5525,66.1037,27.7251,61.0107,20.5691,51,79.6306,78.8841
61.5565,58.0545,22.8468,91.42,57.64,21.2143,62,99.1402,52.7077
39.2393,42.5413,21.425,62.0955,58.1164,31.7091,65,75.4746,57.8972
44.926,77.6603,21.7137,52.005,13.4073,24.6414,57,53.379,25.5349
41.1713,48.8693,68.8126,53.6898,72.891,21.4282,50,47.8948,27.5538
92.1088,21.4984,35.8773,37.0733,78.8867,24.4536,48,90.6274,58.3722
45.3439,55.4286,90.8675,43.6807,54.9083,24.2461,51,84.1686,58.4198
65.4189,29.2016,45.4112,74.2655,31.3802,28.1096,57,21.5624,53.89
61.9747,41.4701,76.1456,62.8837,54.7889,34.2428,43,98.0314,42.9543
49.6841,40.7064,92.0285,36.9413,58.0688,24.9566,61,84.9094,43.6707
58.9248,22.9066,54.6421,29.2932,65.4553,58.3037,44,84.3984,54.9713
51.3151,54.98,32.1104,35.9012,68.8192,43.2243,55,98.6171,41.4946
82.8886,66.7022,30.0951,24.0853,27.548,34.5147,56,67.5807,66.9012
37.5558,43.6815,25.5735,23.782,72.3457,21.9517,48,20.8835,53.9919
67.2113,37.48,40.6983,32.4962,23.9997,23.1224,48,35.6768,39.9074
34.8676,69.9129,30.6594,43.9981,19.0488,21.832,42,79.9065,67.1827
50.6718,65.3477,44.67,67.554,62.079,22.14,63,38.9822,84.4906
71.8122,65.2135,38.1454,74.7509,85.4417,22.3439,45,47.156,72.3037
85.7509,33.733,63.5336,54.5376,28.5645,31.2381,52,54.0814,70.4853
78.8054,36.406,51.8325,48.5241,58.1943,25.3192,46,99.143,35.7051
66.6226,54.5961,62.4262,83.1071,60.3294,23.7166,58,74.4246,80.8272
56.1939,36.0366,30.0543,77.2175,49.2504,22.6901,53,31.6038,21.8574
37.7928,61.1338,51.8937,48.6224,98.5815,21.8143,57,88.0746,43.2322
99.6582,35.4198,97.168,29.6037,23.4483,44.7214,46,83.1906,49.9769
77.0219,91.224,68.1982,37.2854,49.125,25.1064,55,56.8316,44.3506
57.5183,39.3139,77.9291,36.6346,69.3407,20.4311,50,34.6857,88.6793
76.4443,61.3447,20.4079,65.8156,71.5388,34.1406,54,77.9174,48.894
35.987,23.4918,56.4875,22.1017,36.0041,21.2811,48,26.9831,24.4111
67.4808,81.3897,22.2478,76.5503,32.6246,20.0559,52,41.5253,56.7177
51.2048,36.9095,30.2269,45.3786,57.9148,40.4426,49,85.9745,22.019
72.4632,46.6759,43.065,24.8262,53.0773,22.197,60,64.1684,33.9255
40.249,55.5363,42.8827,33.6816,72.479,31.8578,49,26.638,47.048
44.9416,49.1106,67.8611,70.3586,35.843,41.4294,43,21.4342,36.2948
55.4281,29.1571,82.4173,29.7895,41.1616,24.8493,37,43.3277,41.8994
79.7574,90.4019,43.8574,31.586,49.0621,22.7513,48,68.7311,87.566
55.2537,41.6447,45.0528,45.2737,31.906,24.5192,57,59.6429,50.3244
77.0079,28.876,49.9128,46.7479,51.0905,21.5964,61,64.71,72.7386
49.9991,65.8623,73.8576,91.3057,19.7671,35.2567,53,44.3114,59.1135
44.7835,28.1351,51.187,52.4814,59.1073,21.5899,48,61.3533,73.4009
87.8357,78.6011,78.6701,25.4136,42.3573,21.0316,55,47.3242,53.1968
65.1624,54.5755,26.0632,39.4585,57.5515,22.1366,52,32.4236,37.1956
29.1059,44.8339,63.5194,34.7916,53.822,23.2318,56,35.1327,60.1498
70.7104,42.5384,89.0567,67.4963,36.7603,32.1913,53,99.7018,50.7763
88.0254,22.9455,21.457,26.1642,50.8634,22.7274,48,34.7003,51.7019
48.4335,25.3117,26.2865,40.742,16.8449,25.3081,45,49.7839,49.4952
69.1809,22.3884,81.3462,64.2025,67.2619,20.1092,53,38.7552,54.1829
77.3222,32.7378,57.3312,76.2902,70.1926,29.2976,53,70.1466,47.6324
87.4582,60.4858,76.2949,69.2467,4.11757,25.9667,59,47.7178,59.8288
76.4088,21.6492,71.7329,57.6564,77.5559,30.2933,47,89.595,81.4811
21.8679,94.177,31.7695,53.5499,78.7953,26.5778,54,46.8561,36.1814
48.9577,36.3799,70.0815,34.547,41.3499,20.3704,47,32.6729,46.9375
54.7784,38.804,23.146,54.8769,44.883,36.3838,47,59.4156,36.7232
39.694,66.8486,23.2937,45.6059,79.4049,29.2618,60,43.123,27.0883
85.6305,22.4046,21.293,53.1957,38.7735,20.5572,52,42.7876,57.4904
87.7848,22.2963,53.9957,66.298,30.4868,21.0495,49,48.7162,27.862
23.2806,64.624,80.7447,54.2675,1.50151,27.3126,54,96.6826,50.9
37.9839,28.7864,54.4544,55.2731,61.2734,26.957,45,44.3243,34.9375
53.561,78.5287,77.1589,50.0689,86.1352,41.9607,47,72.527,25.6646
63.1603,40.6471,94.6089,76.4495,60.2732,29.6165,50,92.4127,46.1894
52.3081,32.8795,56.4649,36.6908,33.2643,24.1948,45,64.402,64.359
50.6466,22.1398,22.3574,72.8787,32.5113,22.7205,66,89.2249,57.5636
73.1949,21.4197,28.3422,44.1096,38.9173,25.7161,49,68.1561,67.0082
65.0714,96.2511,60.5913,71.8934,65.2619,23.2058,50,51.2595,70.9436
51.1108,55.7247,61.8364,48.1583,74.8414,21.2321,46,67.0944,43.3936
75.728,42.5834,49.2646,81.1053,87.3807,24.9359,54,28.526,78.0652
71.5232,70.5719,79.5208,26.3033,78.3089,53.6316,53,41.0887,32.6877
82.8441,53.005,33.3447,45.1831,77.1336,21.1711,58,66.7158,56.6907
44.2074,42.4292,28.6882,64.5813,30.2487,36.6326,53,62.1573,67.1824
59.8474,33.3489,32.6516,39.289,52.8545,25.807,60,31.2951,57.9538
54.7166,59.1368,39.5275,45.2371,23.7749,35.3051,50,94.1498,40.4075
57.541,25.7126,72.9442,52.6047,60.4005,21.6681,50,31.3738,24.5268
81.7432,42.5997,38.37,49.1823,73.2245,26.6348,52,50.3207,68.5611
67.9704,23.1126,20.6531,26.6926,45.7517,22.1458,45,40.4892,69.521
78.8157,29.7954,30.1772,77.0246,57.0795,33.6889,59,32.3503,52.2926
78.7095,86.6425,24.8151,23.7196,48.6541,22.596,40,98.5338,57.621
48.7938,36.4954,41.9529,99.0749,75.6891,27.0684,67,48.5853,31.1777
50.7501,90.8907,69.6604,79.7821,55.3188,28.2456,57,27.2258,95.962
69.6958,76.7766,69.2049,30.1635,6.80468,20.6038,49,37.6698,25.6553
56.3941,75.9824,22.9319,40.5143,40.0374,22.3207,43,67.3767,62.6232
49.7821,71.7127,40.8597,89.6575,31.7915,22.3457,43,44.7044,49.1168
72.4755,64.4381,41.907,24.2425,73.7089,26.7523,58,23.0634,24.8697
53.0056,35.6193,72.7583,68.4682,56.2457,29.8086,55,47.2714,32.478
89.2303,20.3781,71.4223,20.8595,63.1014,20.8011,45,96.5931,98.4352
90.0302,97.863,61.5387,86.0768,66.8996,23.1853,48,58.012,66.1761
99.1326,41.8469,92.5361,82.7856,32.3074,22.9763,43,64.2349,47.5835
63.3784,37.9441,25.6403,38.7235,11.2814,21.114,48,84.5007,46.6268
22.049,68.428,27.1134,27.1901,52.7061,23.5811,52,35.9377,63.1735
24.5114,31.8266,61.333,26.9352,40.3628,21.5165,53,59.3712,52.4725
44.7346,35.5486,91.6749,72.077,62.3652,23.4982,53,29.95,27.1703
22.0023,44.2117,24.9071,90.5463,86.7112,21.4295,48,40.1657,55.8195
67.8838,30.1432,25.8694,25.3882,55.6994,27.9071,47,31.2384,68.3344
79.5145,27.8998,30.9628,23.264,19.3428,29.1201,50,51.5442,49.259
20.013,44.9372,27.5083,30.0346,32.8481,26.2632,44,64.1613,31.2577
61.4821,37.6689,21.9297,34.8743,13.3077,22.7289,54,54.0954,43.2223
49.3956,30.5726,29.6223,69.5917,61.9217,23.3454,52,21.8407,36.9552
72.729,56.6153,43.2673,71.8305,89.0563,26.1372,54,89.5825,53.0377
41.3463,68.7797,34.9094,77.801,35.4549,20.0792,49,55.9586,48.228
27.89,29.4015,58.8476,34.1513,20.4122,23.8634,59,57.8869,61.4412
38.7833,51.8255,49.5821,93.3497,47.2899,28.4809,38,81.2251,22.2399
54.6618,39.4885,30.2512,75.9522,7.84224,20.5777,45,31.9419,23.0555
64.9884,83.0375,25.9447,75.9332,54.698,26.0301,43,43.8578,36.064
22.0948,70.1596,24.9676,41.1146,80.3654,22.3327,45,57.098,66.2903
51.5743,60.5036,31.3579,28.025,47.2582,31.5227,49,48.168,74.373
28.6082,39.5306,77.5792,78.1732,14.8636,36.3427,51,97.8229,61.2655
